"time","yield","schedule","regime"
760.8,1.0420411469928e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
761,9.16127566687426e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
761.2,8.29003743978628e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
761.4,7.72369956237838e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
761.6,7.44888801511716e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
761.8,7.52231841673572e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
762,8.03239118412072e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
762.2,9.03628914825233e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
762.4,1.04870463688012e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
762.6,1.21934721185814e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
762.8,1.38690134678019e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
763,0,"Peaks only","Oscillating (resource_decrease=0.005)"
763.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
763.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
763.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
763.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
764,0,"Peaks only","Oscillating (resource_decrease=0.005)"
764.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
764.4,2.46860156493405e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
764.6,2.46775612228374e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
764.8,2.53902139816097e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
765,2.61367528021378e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
765.2,2.63785673669122e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
765.4,2.57561908426301e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
765.6,2.4123231301878e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
765.8,2.16128545237543e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
766,1.86253100429811e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
766.2,1.5650235953695e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
766.4,1.30519910394509e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
766.6,1.09862473222977e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
766.8,9.45373841214078e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
767,8.38601847201326e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
767.2,7.70178388506848e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
767.4,7.34770134996841e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
767.6,7.32849731013999e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
767.8,7.70312815030674e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
768,8.53991065763109e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
768.2,9.84294109372576e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
768.4,1.14838171060954e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
768.6,1.32021131372777e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
768.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
769,0,"Peaks only","Oscillating (resource_decrease=0.005)"
769.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
769.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
769.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
769.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
770,0,"Peaks only","Oscillating (resource_decrease=0.005)"
770.2,2.39437073097573e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
770.4,2.39394040779386e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
770.6,2.47613506151207e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
770.8,2.57606830927245e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
771,2.6386228505787e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
771.2,2.62138209169059e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
771.4,2.49968469478313e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
771.6,2.27693335264441e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
771.8,1.98794184014331e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
772,1.68356036162985e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
772.2,1.407132793066e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
772.4,1.18140407800338e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
772.6,1.01047553676646e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
772.8,8.88094469813135e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
773,8.04835974630885e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
773.2,7.53703206138294e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
773.4,7.33932812627198e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
773.6,7.51031119248287e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
773.8,8.12991440879912e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
774,9.23857910411573e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
774.2,1.07646507404927e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
774.4,1.24933215968538e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
774.6,1.41305631514391e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
774.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
775,0,"Peaks only","Oscillating (resource_decrease=0.005)"
775.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
775.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
775.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
775.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
776,2.32138494749916e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
776.2,2.31239758389132e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
776.4,2.39609598962756e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
776.6,2.51213588482401e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
776.8,2.60479067482159e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
777,2.63013421101423e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
777.2,2.56089264117163e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
777.4,2.38974965855389e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
777.6,2.13478990613542e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
777.8,1.83747544193472e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
778,1.54579483829858e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
778.2,1.29472835163168e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
778.4,1.09858810347547e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
778.6,9.5518393451099e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
778.8,8.54372857276793e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
779,7.8658969543586e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
779.2,7.48546751550789e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
779.4,7.43983624077584e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
779.6,7.80601416896523e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
779.8,8.65060270849282e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
780,9.96479628284093e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
780.2,1.16082774475597e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
780.4,1.33202117581132e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
780.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
780.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
781,0,"Peaks only","Oscillating (resource_decrease=0.005)"
781.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
781.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
781.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
781.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
782,2.40879788135979e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
782.2,2.40361432868095e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
782.4,2.4800628755156e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
782.6,2.57265121971335e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
782.8,2.62620017725877e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
783,2.59888042522971e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
783.2,2.46742270744675e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
783.4,2.23729587795749e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
783.6,1.94522390863013e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
783.8,1.64267271360875e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
784,1.37192200798809e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
784.2,1.15374458576083e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
784.4,9.90503433134348e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
784.6,8.75041919613237e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
784.8,7.97805152881905e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
785,7.52115657067342e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
785.2,7.37695413610472e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
785.4,7.60468454725726e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
785.6,8.28435696394859e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
785.8,9.44810821609559e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
786,1.1007679273523e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
786.2,1.27332514239959e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
786.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
786.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
786.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
787,0,"Peaks only","Oscillating (resource_decrease=0.005)"
787.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
787.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
787.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
787.8,2.35286186635709e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
788,2.34167548675802e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
788.2,2.42072104616114e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
788.4,2.52882740697489e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
788.6,2.61077591530508e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
788.8,2.61980058295276e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
789,2.52400936348505e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
789.2,2.31975390100708e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
789.4,2.03840834659388e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
789.6,1.73239823390709e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
789.8,1.44977793744278e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
790,1.21766875299351e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
790.2,1.04203536369498e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
790.4,9.16122048324751e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
790.6,8.2899856380982e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
790.8,7.72365539402768e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
791,7.44885722265422e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
791.2,7.52230621413803e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
791.4,8.03240069141563e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
791.6,9.03631994161797e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
791.8,1.04870932369335e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
792,1.21935252851563e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
792.2,1.38690612962218e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
792.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
792.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
792.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
793,0,"Peaks only","Oscillating (resource_decrease=0.005)"
793.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
793.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
793.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
793.8,2.46860624016384e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
794,2.46776233183974e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
794.2,2.53902801155074e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
794.4,2.61368089259814e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
794.6,2.6378601930946e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
794.8,2.57561992736498e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
795,2.41232175217117e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
795.2,2.16128283215644e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
795.4,1.86252815753182e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
795.6,1.56502109933417e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
795.8,1.30519699760817e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
796,1.09862276034904e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
796.2,9.45371772769389e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
796.4,8.38599650329425e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
796.6,7.70176231847463e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
796.8,7.34768296235895e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
797,7.32848491871174e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
797.2,7.70312379371609e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
797.4,8.53991501016608e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
797.6,9.84295303590579e-06,"Peaks only","Oscillating (resource_decrease=0.005)"
797.8,1.14838336370919e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
798,1.32021299756194e-05,"Peaks only","Oscillating (resource_decrease=0.005)"
798.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
798.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
798.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
798.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
799,0,"Peaks only","Oscillating (resource_decrease=0.005)"
799.2,0,"Peaks only","Oscillating (resource_decrease=0.005)"
799.4,0,"Peaks only","Oscillating (resource_decrease=0.005)"
799.6,0,"Peaks only","Oscillating (resource_decrease=0.005)"
799.8,0,"Peaks only","Oscillating (resource_decrease=0.005)"
800,0,"Peaks only","Oscillating (resource_decrease=0.005)"
500,0,"Troughs only","Oscillating (resource_decrease=0.005)"
500.2,0,"Troughs only","Oscillating (resource_decrease=0.005)"
500.4,1.37429910931539e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
500.6,1.47469881799134e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
500.8,1.58661966965744e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
501,1.67910853309631e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
501.2,1.74254986278082e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
501.4,1.78520932999795e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
501.6,1.82656344535339e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
501.8,1.88928256099227e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
502,1.99066025607865e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
502.2,2.13382372117095e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
502.4,2.30054540483325e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
502.6,2.45198697787165e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
502.8,2.54361303130123e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
503,2.54595549068725e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
503.2,2.45435795233914e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
503.4,0,"Troughs only","Oscillating (resource_decrease=0.005)"
503.6,0,"Troughs only","Oscillating (resource_decrease=0.005)"
503.8,0,"Troughs only","Oscillating (resource_decrease=0.005)"
504,1.92860186579331e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
504.2,1.59831585690092e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
504.4,1.34787051665411e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
504.6,1.15276891780751e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
504.8,1.00083166792166e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
505,8.89044648626024e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
505.2,8.18674370581914e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
505.4,7.90712789572543e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
505.6,8.03274448862256e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
505.8,8.51921843063995e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
506,9.32622789990818e-06,"Troughs only","Oscillating (resource_decrease=0.005)"
506.2,1.04330605934256e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
506.4,1.17958129330263e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
506.6,1.32834098644092e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
506.8,1.46859159666237e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
507,1.58185114562156e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
507.2,1.66298104083728e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
507.4,1.7219658375472e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
507.6,1.77716717119305e-05,"Troughs only","Oscillating (resource_decrease=0.005)"
